revision, author, date, time, day_of_week, number_of_lines, change type, comment 
r1548352,Thomas,2015-11-20,12:35:47,Fri,2,AFTRPC-381: Add Android M Support to Handset ClientCopying resources from att-m branch
r1548350,Thomas,2015-11-20,12:33:51,Fri,2,AFTRPC-381: Add Android M Support to Handset ClientCopy resources from att-m branch
r1548342,Thomas,2015-11-20,12:28:01,Fri,2,AFTRPC-381: Add Android M Support to Handset ClientMoving ui/permission classes from at-m branch
r1548336,Thomas,2015-11-20,12:26:32,Fri,2,AFTRPC-381: Add Android M Support to Handset ClientMoving model/permission classes from att-m branch
r1547894,/OU=Domain Control Validated/CN=svn.company.net,2015-11-19,16:41:58,Thu,1,M[gradle-release] prepare for next development iteration
r1547749,Freddie,2015-11-19,13:53:23,Thu,2,M- fix a mime-type issue when uploading a file- use the latest Cloud SDK 1.0.8 branch version to fix issues with upload not resuming + send the Creation-Date attribute at DV-Attach phase (if provided)
r1547748,Jimmy,2015-11-19,13:51:15,Thu,1,MEnabled all modules
r1547738,Jimmy,2015-11-19,13:35:41,Thu,1,MFTRPC-191 - Removed call logs and messages from home screen rendering
r1547683,Jimmy,2015-11-19,12:26:49,Thu,1,MHomescreen merge from at&t branch
r1547493,Vincent,2015-11-19,06:31:05,Thu,4,MFTRPC-304 : Frontier - Default Backups Settings to be ON---------------+Instant upload for Contacts and Photos will be ON.
r1546917,Vincent,2015-11-18,09:06:34,Wed,3,MFTRPC-336 : Frontier Android || TV beaming option does not appear inspite of cast receivers available-----------chrome_cast_support_feature= true. enabled on Frontier.
r1546493,/OU=Domain Control Validated/CN=svn.company.net,2015-11-17,15:38:50,Tue,1,M[gradle-release] prepare for next development iteration
r1546460,Vincent,2015-11-17,14:56:49,Tue,3,MFTRPC-416 : [FTR Android Client]Android Prod Build is pointed to API server-------------reverted changes of Revision: 1545628
r1546414,Thomas,2015-11-17,14:09:45,Tue,7,MMerged from android-15.2-solutions-att-mPHONE-2017: PHONE-2019: Android - Timeline Search in Month FolderMerged from trunk: ANDINTL-3373: 15.2 | 15.2.30 | PC Home Screen | Search functionality is not working within the Timeline Month Folders [from revision 1543798]PHONE-2061: Phone 2.0 - Favorited Documents is not showing up under favorite tile. [from revision 1544784]PHONE-2082: Phone - Cannot unfav a doc from documents viewMerged from trunk: ANDINTL-3420 Ability to unfavorite files on mobile [from revision 1545058]Fixed FTRPC-410: Frontier - Favorited Documents is not showing up under favorite tile.
r1545714,/OU=Domain Control Validated/CN=svn.company.net,2015-11-16,15:35:27,Mon,1,M[gradle-release] prepare for next development iteration
r1545674,Jimmy,2015-11-16,14:47:41,Mon,1,MReverted to older cloud sdk
r1545670,Jimmy,2015-11-16,14:40:00,Mon,1,MReverted to older cloud sdk
r1545663,Jimmy,2015-11-16,14:35:39,Mon,1,MChanged minSDK
r1545657,Jimmy,2015-11-16,14:30:47,Mon,1,MDropped SDK version
r1545652,Jimmy,2015-11-16,14:26:50,Mon,1,MUPdated
r1545628,Jimmy,2015-11-16,13:45:04,Mon,1,MAdded sfr module
r1544560,Dave,2015-11-12,20:10:20,Thu,1,Mfix the build for the jacoco agent warnings
r1544422,Jimmy,2015-11-12,15:48:11,Thu,1,MFRT only
r1544421,Jimmy,2015-11-12,15:47:49,Thu,1,DFixed unit test
r1544404,Jimmy,2015-11-12,15:31:13,Thu,1,MFixed unit test
r1544362,Jimmy,2015-11-12,14:37:08,Thu,1,MModified test
r1544360,Jimmy,2015-11-12,14:31:35,Thu,1,MModified test
r1544350,Jimmy,2015-11-12,14:27:36,Thu,1,MModified app Target version
r1544342,Jimmy,2015-11-12,14:16:04,Thu,1,MFTRPC-119
r1544339,Jimmy,2015-11-12,14:11:02,Thu,1,MFTRPC-119
r1544282,Thomas,2015-11-12,11:44:34,Thu,3,MMerged from android-15.2-solutions-att-mPHONE-2017: PHONE-2019: Android - Timeline Search in Month FolderMerged from trunk: ANDINTL-3373: 15.2 | 15.2.30 | PC Home Screen | Search functionality is not working within the Timeline Month Folders [from revision 1543798]
r1544253,Thomas,2015-11-12,10:32:06,Thu,2,MMerged from android-15.2-solutions-att-mPHONE-2008: Phone 2.0 - Photos/ Songs/ Documents fonts should be bold on home screen. [from revision 1543831]
r1544250,Thomas,2015-11-12,10:27:58,Thu,5,MMerged from android-15.2-solutions-att-mPHONE-2035: Android M - After deleting a photo from the album, photos count does not match the number displayed on the albums pageMerged: ANDINTL-3667: 15.3:Album count is not getting updated after we delete all photos [from revision 1544231]Merged from android-15.2-solutions-att-mPHONE-2035: Android M - After deleting a photo from the album, photos count does not match the number displayed on the albums pageMerged: ANDINTL-3667: 15.3:Album count is not getting updated after we delete all photos [from revision 1544231]
r1541334,Vincent,2015-11-05,16:31:34,Thu,5,MFTRPC-337 : Frontier - Sim Contacts Import - DisabledFTRPC----------------frontier configured with enable_sim_contacts_import = false.default value of this varibale is true for all projects.
r1540927,Vincent,2015-11-04,20:47:04,Wed,4,MFTRPC-304 : Frontier - Default Backups Settings to be ON---------------configured with enable_select_all_data_classes_initially = truedefault value of this varibale is false for all projects.
r1540926,Vincent,2015-11-04,20:34:30,Wed,5,MFTRPC-332 : Content anywhere crashes----------------Seems like, it is a device specific issue.There is no "Content Anywhere" account created in [android device --> settings --> accounts --> Content Anywhere].I have fixed ArrayIndexoutOfBounds issue. No_Sync issue is still there.
r1540834,Vincent,2015-11-04,16:37:55,Wed,3,MFTRPC-309 : Frontier - Report Abuse is ON----------------report abuse is disabled for Frontier android client.
r1540809,Vincent,2015-11-04,16:15:14,Wed,3,MFTRPC-303: Frontier - Invitation is ON--------------invitation is now disabled on Frontier android.
r1540172,Jimmy,2015-11-03,14:59:39,Tue,1,MEnabled all clients
r1540168,/OU=Domain Control Validated/CN=svn.company.net,2015-11-03,14:50:34,Tue,1,M[gradle-release] prepare for next development iteration
r1540148,Jimmy,2015-11-03,14:35:14,Tue,1,MFrontier
r1539956,Jimmy,2015-11-03,10:32:49,Tue,1,MAdded carriage return
r1539933,Thomas,2015-11-03,09:59:13,Tue,1,MReturn imports
r1539930,Thomas,2015-11-03,09:57:23,Tue,1,MPHONE-1855: Phone - Android Prod Cannot Switch Account
r1539664,ajon0002,2015-11-02,15:15:35,Mon,1,Madd string widget_header_update_text, containing generic update message for HomeScreenWidget ViewFlipper TextView.
r1539662,ajon0002,2015-11-02,15:13:19,Mon,6,MAdd private List<Count> countsDelta.Add constructor with Matrix parameter.Add getter and setter for countsDelta.New constructor calls existing constructor, plus populates countsDelta.TODO is to hold counts delta per Count.type, instead of in a List, as this is last stop for delta before passing to Intent, which must be as Strings, so do the iterating here.
r1539659,ajon0002,2015-11-02,15:09:41,Mon,3,MAdd private List<Count> countsDelta.Populated from CountsMerge.delta on Matrix.updateMediaType call.Holds delta on Counts between this matrix and previous matrix.
r1539656,ajon0002,2015-11-02,15:06:09,Mon,4,MAdd logic onUpdate such that visibility of placeholder logo and viewflipper are toggled.ViewFlipper flips every 5 seconds between logo and update message ("New content...")/After 60s visibility of the VF and placeholder logo are reversed, stopping the animation.TODO: switch generic update message to "X new photos, Y new files..." from Matrix delta.
r1539654,ajon0002,2015-11-02,15:02:56,Mon,2,MAdd DELTA contstants such that Intent sent to HomeScreenWidget can hold delta counts for widet update message.These are not currently used.
r1539651,ajon0002,2015-11-02,15:00:59,Mon,1,MMake HomeScreenWidget vertically resizeable.
r1539648,ajon0002,2015-11-02,15:00:06,Mon,2,MAdd placeholder ImageView, containing operator logo and invisible ViewFlipper.VF containts logo and TextView for update msg. Visibility toggled on update.
r1539645,ajon0002,2015-11-02,14:58:00,Mon,2,MReinstate sendBroadcast, called in notifyOnUpdate.Initialises ACTION_UPDATE_COUNT intent and sends broadcast for HomeScreenWidget.
r1539640,ajon0002,2015-11-02,14:55:02,Mon,3,MAdd private ArrayList<Count> delta to store difference between incoming and in memory counts.Add setter updateDelta, called in append method.Add getter for delta.
r1539452,Thomas,2015-11-02,11:38:15,Mon,1,MAMXPC-22: Incorporate new In-App Purchase Flows into Titans Android 15.2 client for Titans
r1539443,Thomas,2015-11-02,11:32:59,Mon,1,MChanged to the frontier prod endpoints
r1539019,Thomas,2015-10-30,16:07:02,Fri,1,MDisabled buddy sync for amx cient
r1538990,Thomas,2015-10-30,15:30:32,Fri,1,DRemoved default settings
r1538828,Jimmy,2015-10-30,12:22:31,Fri,1,MHomescreen merge
r1538795,Thomas,2015-10-30,11:13:31,Fri,1,MSet up dev and prod to amxpc labs
r1538793,Thomas,2015-10-30,11:09:24,Fri,1,MSet up qa to amxpc-api
r1538454,Thomas,2015-10-29,15:24:47,Thu,2,MUpdated cloudsdkVersion to '1.0.8.25'PHONE-1759: Error "WiFi Connection is Lost" during initial backup while connected to WiFi
r1538444,Thomas,2015-10-29,15:13:29,Thu,1,MFTRPC-160: Frontier Android || Favorite icon is not shown for some of the PDF files
r1538425,Thomas,2015-10-29,14:49:23,Thu,1,MFixed typo
r1538416,Thomas,2015-10-29,14:38:14,Thu,1,MFixed typo
r1538410,Thomas,2015-10-29,14:30:41,Thu,2,MFTRPC-153: Frontier Android Tablet || User able to create dupliacte albums with same nameMerged from main line: Fixed ANDINTL-3815 User is able to create two or more albums with the same name.
r1538393,Thomas,2015-10-29,13:55:08,Thu,1,MFTRPC-201: Frontier Android || Contextual menu options positions changing when selecting the files
r1538367,Thomas,2015-10-29,13:12:13,Thu,1,DRemove empty dirs
r1538359,Thomas,2015-10-29,13:03:24,Thu,1,MFTRPC-152: Frontier Android Tablet || "Available Offline" is been displayed when user multi select time line photos(select Monts)
r1538288,Thomas,2015-10-29,11:30:26,Thu,1,DRemoved qa_wl builds
r1538283,Thomas,2015-10-29,11:25:18,Thu,1,MFTRPC-133: Frontier Android || User doesn't recieves a notification when a a file is shared with them
r1538264,Jimmy,2015-10-29,10:59:57,Thu,1,MBTPC-70
r1538234,Jimmy,2015-10-29,10:05:43,Thu,1,MFTRPC-191
r1538198,Thomas,2015-10-29,08:46:06,Thu,1,MMoved id splash_parent to ids.xml
r1537920,Thomas,2015-10-28,15:10:05,Wed,2,MFTRPC-55: Incorporate new Password Flows into Frontier Android 15.2 client for FrontierMissed file
r1537919,Thomas,2015-10-28,15:07:07,Wed,1,MUopdated ignores
r1537915,Thomas,2015-10-28,15:02:17,Wed,1,MFTRPC-55: Incorporate new Password Flows into Frontier Android 15.2 client for Frontier
r1537911,Thomas,2015-10-28,14:57:51,Wed,1,MAdded ignores
r1537697,Jimmy,2015-10-28,09:36:03,Wed,1,DRemoved client-att and mct-att
r1537528,Vincent,2015-10-27,18:12:29,Tue,1,MFTRPC-199 : Frontier Android || Instead of "All Files", "Files" is displaying in Hamburger menu
r1537485,Jimmy,2015-10-27,16:58:28,Tue,1,MRemoved client-att and mct-att
r1537460,Jimmy,2015-10-27,16:28:16,Tue,1,MEnabled spanishclaros and telcel clients
r1537454,Jimmy,2015-10-27,16:04:20,Tue,1,AAdded telcel folder
r1537452,Jimmy,2015-10-27,16:01:15,Tue,1,AAdded spanishclaros folder
r1537319,Vincent,2015-10-27,13:15:19,Tue,2,MFTRPC-159 : Frontier Android || "Favorite" is displayed when user selects Folders from 'All Files' section
r1536385,Jimmy,2015-10-23,17:03:31,Fri,1,MLint fix
r1536330,Jimmy,2015-10-23,16:07:36,Fri,1,MLint fix
r1536312,Jimmy,2015-10-23,15:53:51,Fri,1,MLegacy app uninstall
r1536311,Jimmy,2015-10-23,15:53:31,Fri,1,MLegacy app uninstall
r1536126,Jimmy,2015-10-23,13:40:49,Fri,1,ALegacy app uninstall
r1536118,Jimmy,2015-10-23,13:30:01,Fri,1,MLegacy app uninstall
r1536037,Jimmy,2015-10-23,11:57:54,Fri,1,MLint fix
r1536002,Jimmy,2015-10-23,10:59:01,Fri,1,MReverted to prod urls
r1535957,Jimmy,2015-10-23,10:00:03,Fri,1,AAdded incompatibilty fragment
r1535594,Jimmy,2015-10-22,14:42:26,Thu,1,DLint fix
r1535593,Jimmy,2015-10-22,14:40:39,Thu,1,MAdded incpmpatible legacy client parameter
r1535587,Jimmy,2015-10-22,14:35:31,Thu,1,DLint fix
r1535571,Jimmy,2015-10-22,14:23:01,Thu,1,MRemoved unused resources
r1535537,Jimmy,2015-10-22,14:08:58,Thu,1,Mlint fix
r1535523,Jimmy,2015-10-22,13:52:30,Thu,1,MEnabled BT module
r1535517,Jimmy,2015-10-22,13:42:47,Thu,1,ABT Addition
r1535516,Jimmy,2015-10-22,13:36:58,Thu,1,AWidget colors
r1535453,Jimmy,2015-10-22,11:26:04,Thu,1,AWidget
r1535452,Jimmy,2015-10-22,11:25:35,Thu,1,MWidget
r1535451,Jimmy,2015-10-22,11:25:18,Thu,1,MWidget
r1533128,Thomas,2015-10-16,11:55:48,Fri,2,MMerge from android-15.2-solutions-attPHONE-1409: Phone - Scheduled Maintenance Not Working as Expected
r1533115,Thomas,2015-10-16,11:32:58,Fri,1,AFTRPC-117: Frontier Android Handset || App icon is not matching as per Branding parameters
r1533097,Thomas,2015-10-16,11:13:18,Fri,1,MAdded AMXPC jira project to jira report
r1533092,Thomas,2015-10-16,11:04:56,Fri,1,MUpdated build files to support Jira reports per clients
r1532755,Thomas,2015-10-15,16:50:56,Thu,2,MFTRPC-118: Frontier Android Handset || About screen is loading forever
r1532018,Jimmy,2015-10-14,14:51:25,Wed,1,MWidget update
r1532015,Jimmy,2015-10-14,14:49:17,Wed,1,MWidget update
r1531912,Jimmy,2015-10-14,12:50:27,Wed,1,MRe enabled client modules
r1531903,Jimmy,2015-10-14,12:40:19,Wed,1,MSpike for app removal
r1531479,Thomas,2015-10-13,15:54:58,Tue,4,MMerge from android-15.2-solutions-attPHONE-1665: Phone Customer Reported Issue - Carousel Issues on TabletAdded titles for wizard
r1530186,/OU=Domain Control Validated/CN=svn.company.net,2015-10-09,14:34:54,Fri,1,M[gradle-release] prepare for next development iteration
r1530155,Thomas,2015-10-09,13:58:14,Fri,1,MBumped version to 15.2.30.18
r1530104,Jimmy,2015-10-09,12:52:44,Fri,1,MDisabled at&t module
r1530087,Jimmy,2015-10-09,12:30:40,Fri,1,MLint fix
r1530077,Jimmy,2015-10-09,12:10:54,Fri,1,AAdded new homescreen
r1530022,Thomas,2015-10-09,11:17:08,Fri,1,MAdded lint ignores
r1530019,Thomas,2015-10-09,11:09:59,Fri,1,MAdded lint ignores
r1529976,Thomas,2015-10-09,10:13:54,Fri,1,MUpdated strings
r1529934,Thomas,2015-10-09,09:24:07,Fri,1,ARevert back some assets
r1529923,Thomas,2015-10-09,09:06:45,Fri,1,MAdded qa and qa_wl build types, renamed app.
r1529916,Thomas,2015-10-09,08:55:33,Fri,1,MUpdated assets
r1529913,Thomas,2015-10-09,08:53:15,Fri,1,DRemoved unused resources
r1529617,Thomas,2015-10-08,14:55:59,Thu,2,MSet prod end point:http://confluence.company.net:8085/display/PRO/Frontier+PC+PROD
r1529611,Thomas,2015-10-08,14:49:55,Thu,1,MEnabled client-frt client
r1529597,Thomas,2015-10-08,14:38:16,Thu,1,ACopy to android-15.2-solutions
r1528989,Thomas,2015-10-07,15:19:21,Wed,1,MPHONE-1420: CLONE - [15.2]The first file thumbnail is not dispalyed properly in landscape mode
r1528947,Thomas,2015-10-07,14:44:23,Wed,1,MUpdated more strings
r1528925,Thomas,2015-10-07,14:23:29,Wed,1,MSimplified app versioning
r1528923,Thomas,2015-10-07,14:19:38,Wed,1,MPHONE-1416: ATT Android || Screen blinks twice when user taps on App icon
r1528922,Thomas,2015-10-07,14:19:14,Wed,1,MPHONE-1416: ATT Android || Screen blinks twice when user taps on App icon
r1528797,Thomas,2015-10-07,11:06:28,Wed,1,MRemove att permission from manifest
r1528782,Thomas,2015-10-07,10:45:54,Wed,2,MMerged from trunk:ANDINTL-3163 - enable the application to be installed on top of Ready 2 Go and Verizon cloud
r1528452,Thomas,2015-10-06,16:15:27,Tue,1,MEnabled client-amx client
r1528449,Thomas,2015-10-06,16:07:38,Tue,1,MFixed NPE for amx client, changed amx client name
r1528422,Thomas,2015-10-06,15:36:53,Tue,1,MAdded ignores
r1528416,Thomas,2015-10-06,15:28:51,Tue,1,MImplements HelpFragment.Callback
r1528414,Thomas,2015-10-06,15:27:59,Tue,1,AAdded help_fragment_icon.png
r1528412,Thomas,2015-10-06,15:26:10,Tue,1,MAdded help fragment colors
r1528411,Thomas,2015-10-06,15:23:31,Tue,2,MMerged from android-15.2-solutions-amxHelp CR: http://confluence.company.net:8085/display/CSE/Titans+Android+Help+CR [from revision 1520497]
r1528409,Thomas,2015-10-06,15:21:35,Tue,1,AMerge fragment_help.xml from amx branch
r1528404,Thomas,2015-10-06,15:18:18,Tue,1,AMerge HelpFragment.java from amx branch
r1528397,Thomas,2015-10-06,15:13:00,Tue,1,AMerged from android-15.2-solutions-amx branch
r1527179,Thomas,2015-10-02,16:23:05,Fri,2,MMerged from android-15.2-solutions-attPHONE-1415: CLONE - [15.2][PC] Screen rotates at some pages even though auto-rotation is OFF in device.
r1527029,Thomas,2015-10-02,13:24:26,Fri,2,MMerged from android-15.2-solutions-attPHONE-1529: ATT Android || The file which is downloading for Available offline, if canceled not playing even with wifi [from revision 1527022]
r1526939,Thomas,2015-10-02,10:15:40,Fri,2,MMerged from android-15.2-solutions-attPHONE-1342: Phone - Rename a Photo in an Album using the Web Returns Error Getting Info on Handset [from revision 1526937]
r1526558,Thomas,2015-10-01,13:25:23,Thu,1,MPHONE-1377: Phone 2.0 - All files - Folder - Get info - Failure
r1526549,Jimmy,2015-10-01,13:18:27,Thu,1,MAdded lint suppress
r1526501,Jimmy,2015-10-01,12:29:00,Thu,1,MAdded handling for R2G
r1525171,Jimmy,2015-09-29,14:08:40,Tue,1,MAdded handling for R2G
r1525124,Jimmy,2015-09-29,12:49:38,Tue,1,MAdded settings as a main activity to launch
r1525067,Jimmy,2015-09-29,11:55:33,Tue,1,MLint fix
r1525056,Jimmy,2015-09-29,11:50:00,Tue,1,MAdded custom permission to receiver
r1525043,Jimmy,2015-09-29,11:36:56,Tue,1,MLint fix
r1525032,Jimmy,2015-09-29,11:31:00,Tue,1,MAdded r2g permission
r1525020,Jimmy,2015-09-29,11:22:15,Tue,1,MAdded R2G config
r1524333,Jimmy,2015-09-28,11:47:57,Mon,1,MModified broadcast receiver for R2G
r1523786,Thomas,2015-09-25,14:35:53,Fri,1,MPHONE-1163: Phone 2.0 - Music player in lock screen view has a cut off.
r1523768,Jimmy,2015-09-25,14:15:11,Fri,1,AInitial addition for R2G classes
r1523643,Jimmy,2015-09-25,11:35:42,Fri,1,ACR023: Phone globe for the mobile client splash screen
r1521833,Thomas,2015-09-22,14:23:03,Tue,1,MFixed libpng warning: iCCP: Not recognizing known sRGB profile that has been edited
r1520473,Jimmy,2015-09-18,14:08:32,Fri,1,AAuth failure error codes
r1520031,Thomas,2015-09-17,15:02:43,Thu,1,MPHONE-1388: Att Locker - AMZ Fire - Share by Me - Manage Share: Crashes Locker
r1519600,Thomas,2015-09-16,15:05:40,Wed,1,MRemoved &amp;#160;
r1519555,Thomas,2015-09-16,14:19:18,Wed,1,MPHONE-1391: Phone 2.0 - unexpected notification while downloading on low battery.
r1519330,Jimmy,2015-09-16,08:42:42,Wed,1,MPHONE-1318
r1517160,/OU=Domain Control Validated/CN=svn.company.net,2015-09-10,17:34:36,Thu,1,M[gradle-release] prepare for next development iteration
r1516858,Jimmy,2015-09-10,11:03:36,Thu,1,MPHONE-1318
r1516801,Jimmy,2015-09-10,09:49:48,Thu,1,ASeperated strings for shares from main strings files
r1516395,/OU=Domain Control Validated/CN=svn.company.net,2015-09-09,15:10:46,Wed,1,M[gradle-release] prepare for next development iteration
r1516364,Jimmy,2015-09-09,14:45:52,Wed,1,MRemove report abusive content
r1516286,/OU=Domain Control Validated/CN=svn.company.net,2015-09-09,13:23:06,Wed,1,M[gradle-release] prepare for next development iteration
r1516221,Thomas,2015-09-09,11:37:11,Wed,2,MPHONE-1227: ATT Android|| Observed "File too large to upload" popup while taking the picture.Added extra check if we have that size or not.
r1516206,Thomas,2015-09-09,11:18:13,Wed,1,MPHONE-1316: ATT Android || Available offline icon is hardly visible in documents screen
r1516182,Thomas,2015-09-09,10:57:24,Wed,1,MPHONE-1125: ATT Android || Available offline is displaying only when we select min 2 files. That to this feature is integrated only in docs and no where else
r1516140,Thomas,2015-09-09,09:54:23,Wed,1,MAdded back empty sliding_menu_header
r1516124,Jimmy,2015-09-09,09:35:37,Wed,1,MString updates
r1516078,Jimmy,2015-09-09,08:36:04,Wed,1,MString updates
r1515856,Thomas,2015-09-08,16:52:10,Tue,1,MUpdate icons
r1515669,Thomas,2015-09-08,13:00:44,Tue,1,MPHONE-1259: Phone Customer Reported Issue - App Icon is square rather than rounded corners
r1515598,Thomas,2015-09-08,11:12:36,Tue,1,MIncreased swipe time to 5 sec
r1515597,Thomas,2015-09-08,11:09:10,Tue,1,MPHONE-1277: Phone Locker - Header Cut Off in Android Galaxy Tablet
r1515550,Thomas,2015-09-08,09:46:51,Tue,1,MPHONE-1275: Android Galaxy Tablet - Image Carousel
r1515469,Freddie,2015-09-07,18:02:26,Mon,2,MPHONE-1174: Phone 2.0 - When both Upload and Download are in progress, if we cancel any one(either download or upload), both are getting cancelled.Cancel only the target operation instead of canceling all operations.
r1515192,Freddie,2015-09-07,08:40:42,Mon,2,MPHONE-1245: Phone || Files Upload is not resuming once connection is lost and regainedfix the way the Cloud SDK is integrated for the upload. Reported from trunk.
r1514885,/OU=Domain Control Validated/CN=svn.company.net,2015-09-04,15:28:55,Fri,1,M[gradle-release] prepare for next development iteration
r1514854,Thomas,2015-09-04,14:45:09,Fri,1,MFixed lint issue
r1514848,Thomas,2015-09-04,14:35:07,Fri,1,MPHONE-1246: CR018 Carousel
r1514769,Thomas,2015-09-04,12:36:03,Fri,1,MPHONE-1116: Phone 2.0 - Push notification icon Intermittently appear - Nexus 5.
r1514659,Thomas,2015-09-04,10:33:11,Fri,1,MPHONE-1152: Phone 2.0 - Pop up message is displayed as creating music album when we are trying to creating photo album
r1514632,Thomas,2015-09-04,09:24:09,Fri,1,MPHONE-1158: ATT Android || Inconsistence of 'Remove from Playlist' from contextual menu to title
r1514422,Thomas,2015-09-03,16:43:11,Thu,1,MPHONE-1109: Phone 2.0 - Empty Pop up message is displayed when we tap on continue on Download paused Roaming detected screen.
r1514088,Freddie,2015-09-03,10:11:46,Thu,2,MPHONE-1018: Phone || Files download is not resuming once connection is lost and regainedextends to all I/O exceptions the pause of download operations, by using the latest Cloud SDK 1.0.8.18
r1511865,Freddie,2015-08-28,09:28:08,Fri,2,MPHONE-1018: Phone || Files download is not resuming once connection is lost and regainedFiner detection of the manager to call (remote or local file manager) depending on the state of the work
r1511531,murari.krishnan,2015-08-27,15:18:55,Thu,1,Mfixed PHONE-1104 No-Videos message is displayed under photos tab.
